confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,Embedded-Systems,0.238,475431_1_En_Print.indd,"Recommender System for Improving Customer Loyalty (Katarzyna Tarnowska, Zbigniew W. Ras etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Recommender System for Improving Customer Loyalty (Katarzyna Tarnowska, Zbigniew W. Ras etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Apache Solr for beginner’s (Serafini, Alfredo) (z-lib.org)","Apache Solr for beginner’s (Serafini, Alfredo) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Apache Solr for beginner’s (Serafini, Alfredo) (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,B01N2RKEL3 EBOK,"Boduch, Adam_ Chaffer, Jonathan_ Swedberg, Karl - Learning Jquery 3. 0.-Packt Publishing, Limited (May 2017).pdf","/Users/longtran/Documents/E-Books/Boduch, Adam_ Chaffer, Jonathan_ Swedberg, Karl - Learning Jquery 3. 0.-Packt Publishing, Limited (May 2017).pdf",body:embedded
0.350,Embedded-Systems,0.238,Building Blockchain Projects,Building Blockchain Projects Building decentralized Blockchain applications with Ethereum and Solidity by Narayan Prusty (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Building Blockchain Projects Building decentralized Blockchain applications with Ethereum and Solidity by Narayan Prusty (z-lib.org).pdf,body:embedded
0.350,Embedded-Systems,0.238,"C 10 and .NET 6 – Modern Cross-Platform Development Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF... (Mark J. Price) (z-lib.org)","C 10 and .NET 6 – Modern Cross-Platform Development Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF... (Mark J. Price) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/C 10 and .NET 6 – Modern Cross-Platform Development Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF... (Mark J. Price) (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org) (1),Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org) (1).pdf,/Users/longtran/Documents/E-Books/Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org) (1).pdf,body:embedded
0.350,Embedded-Systems,0.238,Foster-Designing and Building Parallel Programs,Foster_Designing_and_Building_Parallel_Programs.pdf,/Users/longtran/Documents/E-Books/Foster_Designing_and_Building_Parallel_Programs.pdf,body:embedded
0.350,Embedded-Systems,0.238,Learning jQuery 3,"Boduch, Adam_Chaffer, Jonathan_Swedberg, Karl - Learning jQuery 3_ build interesting, interactive sites using jQuery by automating common tasks and simplifying the complicated ones-Packt Publishing (2.pdf","/Users/longtran/Documents/E-Books/Boduch, Adam_Chaffer, Jonathan_Swedberg, Karl - Learning jQuery 3_ build interesting, interactive sites using jQuery by automating common tasks and simplifying the complicated ones-Packt Publishing (2.pdf",body:embedded
0.350,Embedded-Systems,0.238,Mastering Asynchronous C++: Modern Techniques for High-Performance Concurrent Programming,"Mastering Asynchronous C++ Modern Techniques for High-Performance Concurrent Programming (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Mastering Asynchronous C++ Modern Techniques for High-Performance Concurrent Programming (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Mastering Blockchain  a deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more by Imran Bashir (z-lib.org)","Mastering Blockchain  a deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more by Imran Bashir (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Mastering Blockchain  a deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more by Imran Bashir (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Mastering Ethereum Implement advanced blockchain applications using Ethereum-supported tools, services, and protocols by Merunas Grincalaitis (z-lib.org)","Mastering Ethereum Implement advanced blockchain applications using Ethereum-supported tools, services, and protocols by Merunas Grincalaitis (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Mastering Ethereum Implement advanced blockchain applications using Ethereum-supported tools, services, and protocols by Merunas Grincalaitis (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Mastering KVM Virtualization (Humble Devassy Chirammal, Prasad Mukhedkar etc.) (z-library.sk, 1lib.sk, z-lib.sk)","Mastering KVM Virtualization (Humble Devassy Chirammal, Prasad Mukhedkar etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Mastering KVM Virtualization (Humble Devassy Chirammal, Prasad Mukhedkar etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,Robotics for Software Engineers MEAP V03,Robotics for Software Engineers (MEAP V03) (Andreas Bihlmaier) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Robotics for Software Engineers (MEAP V03) (Andreas Bihlmaier) (Z-Library).pdf,body:firmware
0.350,Embedded-Systems,0.238,Rust Essentials: A Comprehensive Guide,"Rust Essentials A Comprehensive Guide (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Rust Essentials A Comprehensive Guide (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,Rust for C++ Programmers: Learn how to embed Rust in C/C++ with ease,"Mustafif Khan - Rust for C++ Programmers_ Learn how to embed Rust in C_C++ with ease (2023, BPB Publications) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Mustafif Khan - Rust for C++ Programmers_ Learn how to embed Rust in C_C++ with ease (2023, BPB Publications) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.238,Spring MVC: Designing Real-World Web Applications,"Spring MVC  designing real-world web applications  unleash the power of Spring MVC and build enterprise-grade, lightning-fast... (Kunjumohamed, Shameer) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Spring MVC  designing real-world web applications  unleash the power of Spring MVC and build enterprise-grade, lightning-fast... (Kunjumohamed, Shameer) (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,The Ultimate Linux Shell Scripting Guide,"Donald A. Tevault - The Ultimate Linux Shell Scripting Guide_ Automate, Optimize, and Empower tasks with Linux Shell Scripting (2024, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Donald A. Tevault - The Ultimate Linux Shell Scripting Guide_ Automate, Optimize, and Empower tasks with Linux Shell Scripting (2024, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.275,Recruitment Need of April 2022,Recruitment Need of April 2022.pdf,/Users/longtran/Documents/E-Books/Recruitment Need of April 2022.pdf,body:embedded; body:firmware
0.350,Embedded-Systems,0.288,Beginning C++ Game Programming,"Beginning C++ Game Programming - Third Edition -- John Horton -- 3, 2024 -- Packt Publishing -- 9781835081747 -- d2475904492028d1ec75e2b9add2bda9 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/Beginning C++ Game Programming - Third Edition -- John Horton -- 3, 2024 -- Packt Publishing -- 9781835081747 -- d2475904492028d1ec75e2b9add2bda9 -- Anna’s Archive.pdf",body:embedded
0.350,Embedded-Systems,0.288,Chapter1,Chapter1.pdf,/Users/longtran/Documents/E-Books/Chapter1.pdf,body:embedded
0.350,Embedded-Systems,0.288,Christopher Kormanyos Real Time C Efficient Object Orientg Berlin And Heidelberg Gmbh And Co K 2018,Christopher Kormanyos Real Time C Efficient Object Orientg Berlin And Heidelberg Gmbh And Co K 2018 - libgen.li.pdf,/Users/longtran/Documents/E-Books/Christopher Kormanyos Real Time C Efficient Object Orientg Berlin And Heidelberg Gmbh And Co K 2018 - libgen.li.pdf,body:microcontroller
0.350,Embedded-Systems,0.288,Computer Architecture,"Computer Architecture (Fox, Charles) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Architecture (Fox, Charles) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,"Computer Architecture (Charles Fox) (z-library.sk, 1lib.sk, z-lib.sk)","Computer Architecture (Charles Fox) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Architecture (Charles Fox) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,"Computer Networking A Top-Down Approach (James F. Kurose, Keith W. Ross) (z-library.sk, 1lib.sk, z-lib.sk)","Computer Networking A Top-Down Approach (James F. Kurose, Keith W. Ross) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Networking A Top-Down Approach (James F. Kurose, Keith W. Ross) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,Designing React Hooks the Right Way Explore design techniques and solutions to debunk the myths about adopting states using... (anonymous) (Z-Library),Designing React Hooks the Right Way Explore design techniques and solutions to debunk the myths about adopting states using... (anonymous) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Designing React Hooks the Right Way Explore design techniques and solutions to debunk the myths about adopting states using... (anonymous) (Z-Library).pdf,body:embedded
0.350,Embedded-Systems,0.288,"Dimitri Aivaliotis - Mastering Nginx (2013, Packt Publishing) - libgen.li","Dimitri Aivaliotis - Mastering Nginx (2013, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Dimitri Aivaliotis - Mastering Nginx (2013, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.288,"Effective C, 2nd Edition An Introduction to Professional C Programming (Robert C. Seacord) (z-library.sk, 1lib.sk, z-lib.sk)","Effective C, 2nd Edition An Introduction to Professional C Programming (Robert C. Seacord) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Effective C, 2nd Edition An Introduction to Professional C Programming (Robert C. Seacord) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,Ethereum Projects for Beginners,Ethereum Projects for Beginners by Kenny Vaneetvelde [Kenny Vaneetvelde] (z-lib.org).epub.pdf,/Users/longtran/Documents/E-Books/Ethereum Projects for Beginners by Kenny Vaneetvelde [Kenny Vaneetvelde] (z-lib.org).epub.pdf,body:embedded
0.350,Embedded-Systems,0.288,"Jonathan Chaffer, Karl Swedberg - Learning jQuery-Packt Publishing (2013)","Jonathan Chaffer, Karl Swedberg - Learning jQuery-Packt Publishing (2013).pdf","/Users/longtran/Documents/E-Books/Jonathan Chaffer, Karl Swedberg - Learning jQuery-Packt Publishing (2013).pdf",body:embedded
0.350,Embedded-Systems,0.288,"Karuna Murti - Rust Web Development with Rocket_ A practical guide to starting your journey in Rust web development using the Rocket framework (2022, Packt Publishing) - libgen.li","Karuna Murti - Rust Web Development with Rocket_ A practical guide to starting your journey in Rust web development using the Rocket framework (2022, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Karuna Murti - Rust Web Development with Rocket_ A practical guide to starting your journey in Rust web development using the Rocket framework (2022, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.288,Learn React with TypeScript,"Carl Rippon - Learn React with TypeScript_ A beginner's guide to reactive web development with React 18 and TypeScript, (2023, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Carl Rippon - Learn React with TypeScript_ A beginner's guide to reactive web development with React 18 and TypeScript, (2023, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.288,Muhammad Ahsan Ayaz - Angular Cookbook_ Over 80 actionable recipes every Angular developer should know-Packt Publishing (2021),Muhammad Ahsan Ayaz - Angular Cookbook_ Over 80 actionable recipes every Angular developer should know-Packt Publishing (2021).pdf,/Users/longtran/Documents/E-Books/Muhammad Ahsan Ayaz - Angular Cookbook_ Over 80 actionable recipes every Angular developer should know-Packt Publishing (2021).pdf,body:embedded
0.350,Embedded-Systems,0.288,Network Programming with Rust: Build fast and resilient network servers and clients by leveraging Rust's memory-safety and concurrency features,"Abhishek Chanda - Network Programming with Rust_ Build fast and resilient network servers and clients by leveraging Rust's memory-safety and conc (2018, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Abhishek Chanda - Network Programming with Rust_ Build fast and resilient network servers and clients by leveraging Rust's memory-safety and conc (2018, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.288,React 18 Design Patterns and Best Practices,"React 18 Design Patterns and Best Practices, Fourth Edition (Early Access) (anonymous) (Z-Library).pdf","/Users/longtran/Documents/E-Books/React 18 Design Patterns and Best Practices, Fourth Edition (Early Access) (anonymous) (Z-Library).pdf",body:embedded
0.350,Embedded-Systems,0.288,Smaller C,"Smaller C Lean Code for Small Machines (Marc Loy) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Smaller C Lean Code for Small Machines (Marc Loy) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:microcontroller
0.350,Embedded-Systems,0.288,Solidity Programming Essentials,Solidity programming essentials a beginner’s guide to build smart contracts for Ethereum and blockchain by Ritesh Modi (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Solidity programming essentials a beginner’s guide to build smart contracts for Ethereum and blockchain by Ritesh Modi (z-lib.org).pdf,body:embedded
0.350,Embedded-Systems,0.325,CPU Design and Practice,"CPU Design and Practice (Wenxiang Wang, Jinzhang Xing) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/CPU Design and Practice (Wenxiang Wang, Jinzhang Xing) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded; body:fpga
